timestamp,produced_energy,consumed_energy,battery_charged_energy,battery_discharged_energy,grid_feedin_energy,grid_purchase_energy
2023-02-01T00:00:00+01:00,5477,8245,4596,5134,292,2522
2023-02-02T00:00:00+01:00,3116,7980,2517,1722,190,5849
2023-02-03T00:00:00+01:00,2050,6773,1247,644,139,5465
2023-02-04T00:00:00+01:00,13340,9939,8417,4379,564,1202
2023-02-05T00:00:00+01:00,2075,7842,592,2531,105,3933
2023-02-06T00:00:00+01:00,9352,8150,7440,2406,554,4386
2023-02-07T00:00:00+01:00,32913,6613,7560,3804,23076,533
2023-02-08T00:00:00+01:00,33783,9158,7484,5644,23311,526
2023-02-09T00:00:00+01:00,30827,9754,5299,7557,23921,590
2023-02-10T00:00:00+01:00,28787,7342,9569,4554,16972,541
2023-02-11T00:00:00+01:00,23161,7351,3928,3655,16081,544
2023-02-12T00:00:00+01:00,13050,12143,6985,7638,2199,640
2023-02-13T00:00:00+01:00,33295,8859,8992,4817,20799,538
2023-02-14T00:00:00+01:00,9156,7554,5979,4140,382,621
2023-02-15T00:00:00+01:00,11989,7513,5378,5282,4908,527
2023-02-16T00:00:00+01:00,25360,6839,5902,4536,17719,564
2023-02-17T00:00:00+01:00,1612,10024,262,5892,71,2853
2023-02-18T00:00:00+01:00,5111,8134,2824,2077,165,3936
2023-02-19T00:00:00+01:00,9717,10480,5812,4692,223,2105
2023-02-20T00:00:00+01:00,30650,8995,10756,2863,15949,2187
2023-02-21T00:00:00+01:00,34236,8259,4459,3989,25996,488
2023-02-22T00:00:00+01:00,26496,12130,7250,6135,13791,540
2023-02-23T00:00:00+01:00,17080,11326,6259,4066,4191,630
2023-02-24T00:00:00+01:00,13681,11384,4615,6837,5138,618
2023-02-25T00:00:00+01:00,12825,9710,8748,5645,626,614
2023-02-26T00:00:00+01:00,18241,12497,8024,6445,4815,648
2023-02-27T00:00:00+01:00,35985,10353,6118,4369,24388,505
2023-02-28T00:00:00+01:00,37003,9994,5218,4948,27247,508
2023-03-01T00:00:00+01:00,37932,5979,6018,3021,29414,458
2023-03-02T00:00:00+01:00,36972,8023,5615,4090,27907,484
2023-03-03T00:00:00+01:00,36014,6707,4013,3174,28934,466
2023-03-04T00:00:00+01:00,5931,10978,2191,6710,162,690
2023-03-05T00:00:00+01:00,6097,9754,3201,3654,181,3385
2023-03-06T00:00:00+01:00,5917,6234,4178,2047,178,2627
2023-03-07T00:00:00+01:00,9244,9534,6838,5861,218,1486
2023-03-08T00:00:00+01:00,615,10181,75,521,36,9156
2023-03-09T00:00:00+01:00,10965,5110,9606,2429,490,1812
2023-03-10T00:00:00+01:00,5926,9495,2946,5975,129,669
2023-03-11T00:00:00+01:00,33263,8336,10022,4737,20130,488
2023-03-12T00:00:00+01:00,8067,8008,4754,4214,191,672
2023-03-13T00:00:00+01:00,14438,8343,9471,6203,3467,639
2023-03-14T00:00:00+01:00,8318,8553,5810,5717,257,586
2023-03-15T00:00:00+01:00,12675,6433,6322,3273,3664,470
2023-03-16T00:00:00+01:00,36198,7586,5755,4992,28367,519
2023-03-17T00:00:00+01:00,26771,10218,6283,5667,16513,576
2023-03-18T00:00:00+01:00,34946,10634,4448,2804,23115,447
2023-03-19T00:00:00+01:00,24689,11342,5839,4632,12725,584
2023-03-20T00:00:00+01:00,13670,8214,4957,4321,5365,544
2023-03-21T00:00:00+01:00,20843,6087,4701,3608,14152,488
2023-03-22T00:00:00+01:00,35513,8798,5770,4299,25793,548
2023-03-23T00:00:00+01:00,6383,6268,5101,4689,257,554
2023-03-24T00:00:00+01:00,9028,6105,6958,3705,246,577
2023-03-25T00:00:00+01:00,22249,6242,2499,2862,16846,475
2023-03-26T00:00:00+01:00,15672,10143,5461,5602,6226,555
2023-03-27T00:00:00+02:00,31472,4439,5569,2034,23944,446
2023-03-28T00:00:00+02:00,44149,7344,2949,3876,38234,503
2023-03-29T00:00:00+02:00,22534,8206,7119,4390,12072,474
2023-03-30T00:00:00+02:00,15886,7417,5034,4537,8528,557
2023-03-31T00:00:00+02:00,14162,12717,6354,8054,3901,756
2023-04-01T00:00:00+02:00,4184,10513,1412,4653,134,3222
2023-04-02T00:00:00+02:00,9502,8988,3714,2346,212,1067
2023-04-03T00:00:00+02:00,30466,6605,10792,1375,15270,826
2023-04-04T00:00:00+02:00,52010,9915,2292,3844,44121,474
2023-04-05T00:00:00+02:00,49722,7603,5319,2923,40125,402
2023-04-06T00:00:00+02:00,43509,8552,4610,3308,34091,435
2023-04-07T00:00:00+02:00,31298,9397,3270,4375,23469,464
2023-04-08T00:00:00+02:00,22737,6705,6443,2250,12292,453
2023-04-09T00:00:00+02:00,35822,9584,2601,3028,27132,467
2023-04-10T00:00:00+02:00,43149,8260,3361,2446,34387,414
2023-04-11T00:00:00+02:00,33746,7852,4334,3658,25667,449
2023-04-12T00:00:00+02:00,7178,4650,4134,1469,282,419
2023-04-13T00:00:00+02:00,16500,9397,4375,4195,7418,494
2023-04-14T00:00:00+02:00,45634,9452,4406,3601,35839,463
2023-04-15T00:00:00+02:00,24716,6037,3198,2904,18802,417
2023-04-16T00:00:00+02:00,7657,12188,3111,7133,210,720
2023-04-17T00:00:00+02:00,17804,8124,10079,3828,3977,548
2023-04-18T00:00:00+02:00,21697,6488,5564,4121,14237,471
2023-04-19T00:00:00+02:00,17889,14621,8483,8082,3842,976
2023-04-20T00:00:00+02:00,26908,8281,8041,6256,17494,651
2023-04-21T00:00:00+02:00,49087,23694,6767,4586,23861,648
2023-04-22T00:00:00+02:00,34549,28530,7448,7882,7228,776
2023-04-23T00:00:00+02:00,34414,13111,6264,4308,19880,533
2023-04-24T00:00:00+02:00,25935,10657,6817,4475,13515,578
2023-04-25T00:00:00+02:00,28359,15926,6064,7092,14129,666
2023-04-26T00:00:00+02:00,43509,7980,6731,2750,31975,426
2023-04-27T00:00:00+02:00,44800,14868,4515,5675,31691,598
2023-04-28T00:00:00+02:00,7516,9628,3739,5430,192,614
2023-04-29T00:00:00+02:00,23037,15722,10061,4706,2541,581
2023-04-30T00:00:00+02:00,38297,20748,5269,5255,18177,641
2023-05-01T00:00:00+02:00,29816,9692,6338,3545,17803,473
2023-05-02T00:00:00+02:00,48052,8299,4351,4365,40190,423
2023-05-03T00:00:00+02:00,46752,4987,4760,2235,39615,375
2023-05-04T00:00:00+02:00,51431,7679,3734,3105,43522,398
2023-05-05T00:00:00+02:00,36266,16325,5668,4230,19230,726
2023-05-06T00:00:00+02:00,44014,32391,3810,5145,13499,541
2023-05-07T00:00:00+02:00,34322,19383,7328,6829,15089,648
2023-05-08T00:00:00+02:00,17229,5850,6614,2633,7799,401
2023-05-09T00:00:00+02:00,19226,9891,4759,5403,10524,545
2023-05-10T00:00:00+02:00,28887,7274,5404,2327,18937,402
2023-05-11T00:00:00+02:00,18801,6679,3715,3594,12491,489
2023-05-12T00:00:00+02:00,17438,7018,5184,3421,9116,459
2023-05-13T00:00:00+02:00,42890,25502,5988,7772,20030,858
2023-05-14T00:00:00+02:00,35145,28066,8012,3737,3471,667
2023-05-15T00:00:00+02:00,45492,7125,4033,2385,37098,380
2023-05-16T00:00:00+02:00,25309,6367,3379,2755,18739,421
2023-05-17T00:00:00+02:00,31785,9192,4497,3690,22173,386
2023-05-18T00:00:00+02:00,54127,34113,3509,2368,19266,393
2023-05-19T00:00:00+02:00,41833,10443,3057,2812,31523,379
2023-05-20T00:00:00+02:00,40238,7830,3581,1772,30973,375
2023-05-21T00:00:00+02:00,43825,20456,2554,3700,24954,439
2023-05-22T00:00:00+02:00,48431,5917,4407,1756,40217,354
2023-05-23T00:00:00+02:00,27196,10676,2627,4882,19432,657
2023-05-24T00:00:00+02:00,46524,9283,7755,3945,33914,483
2023-05-25T00:00:00+02:00,53484,11825,4508,5998,43676,527
2023-05-26T00:00:00+02:00,53110,11576,7015,4311,39308,478
2023-05-27T00:00:00+02:00,52428,26916,4653,2219,23503,424
2023-05-28T00:00:00+02:00,52810,20030,3014,3471,33667,431
2023-05-29T00:00:00+02:00,52582,12619,3940,3218,39603,363
2023-05-30T00:00:00+02:00,51582,9328,4478,5186,43452,489
2023-05-31T00:00:00+02:00,54811,12581,7085,3274,38802,383
2023-06-01T00:00:00+02:00,51205,18579,4495,3154,31722,437
2023-06-02T00:00:00+02:00,53140,10930,3118,2591,42070,386
2023-06-03T00:00:00+02:00,52842,19112,3969,3123,33321,437
2023-06-04T00:00:00+02:00,53433,2347,3680,924,48619,290
2023-06-05T00:00:00+02:00,51237,1747,1008,363,49113,269
2023-06-06T00:00:00+02:00,38850,1755,1075,366,36654,267
2023-06-07T00:00:00+02:00,47890,1687,1045,366,45792,268
2023-06-08T00:00:00+02:00,44676,1833,1041,365,42437,270
2023-06-09T00:00:00+02:00,51757,1813,1027,361,49547,270
2023-06-10T00:00:00+02:00,51737,12259,1571,2412,40703,384
2023-06-11T00:00:00+02:00,52312,22853,3127,2374,29130,424
2023-06-12T00:00:00+02:00,50950,6414,3470,2360,43798,373
2023-06-13T00:00:00+02:00,54698,7021,2989,3102,48178,389
2023-06-14T00:00:00+02:00,48346,8246,4540,2722,38703,421
2023-06-15T00:00:00+02:00,47410,6231,4018,2316,39836,359
2023-06-16T00:00:00+02:00,50484,19605,3635,5515,33340,582
2023-06-17T00:00:00+02:00,51255,23930,5724,2259,24229,368
2023-06-18T00:00:00+02:00,47471,24181,3095,1842,22463,426
2023-06-19T00:00:00+02:00,39301,7249,2309,1620,31677,314
2023-06-20T00:00:00+02:00,48617,7488,2706,3274,42102,404
2023-06-21T00:00:00+02:00,33061,6500,4119,2239,25060,380
2023-06-22T00:00:00+02:00,38600,15970,4197,10288,29278,556
2023-06-23T00:00:00+02:00,38717,23804,11450,2183,16523,10878
2023-06-24T00:00:00+02:00,50590,33208,4950,5522,18631,678
2023-06-25T00:00:00+02:00,52418,28674,4416,2863,22680,489
2023-06-26T00:00:00+02:00,45828,7784,3336,1818,36848,321
2023-06-27T00:00:00+02:00,37149,7293,3871,3702,30124,438
2023-06-28T00:00:00+02:00,38306,8547,4519,3507,29193,447
2023-06-29T00:00:00+02:00,30289,18796,4964,3339,10422,554
2023-06-30T00:00:00+02:00,24766,6238,2979,2258,18161,354
2023-07-01T00:00:00+02:00,31262,19766,4646,5489,12943,603
2023-07-02T00:00:00+02:00,44143,14580,6289,3035,26750,442
2023-07-03T00:00:00+02:00,31351,9451,3730,3140,21781,471
2023-07-04T00:00:00+02:00,45611,8210,3991,3453,37289,425
2023-07-05T00:00:00+02:00,48384,8526,3692,2831,39456,460
2023-07-06T00:00:00+02:00,49524,7928,4028,2701,40677,409
2023-07-07T00:00:00+02:00,52088,14828,3789,4789,38762,501
2023-07-08T00:00:00+02:00,50312,23391,5703,5576,27307,513
2023-07-09T00:00:00+02:00,48012,17416,6331,3147,27843,431
2023-07-10T00:00:00+02:00,43270,8555,4533,2884,33447,381
2023-07-11T00:00:00+02:00,47056,7766,4612,3695,38808,435
2023-07-12T00:00:00+02:00,43551,11390,4965,3959,31573,419
2023-07-13T00:00:00+02:00,41328,11257,3742,3712,30479,438
2023-07-14T00:00:00+02:00,45718,22998,6296,6133,23300,743
2023-07-15T00:00:00+02:00,27631,12068,8595,4004,11576,604
2023-07-16T00:00:00+02:00,48263,20753,3225,2327,27063,451
2023-07-17T00:00:00+02:00,48331,4801,2610,1692,42917,305
2023-07-18T00:00:00+02:00,47973,9576,1941,4422,41335,457
2023-07-19T00:00:00+02:00,37877,8963,6104,2984,26227,433
2023-07-20T00:00:00+02:00,43169,3570,3067,1297,38186,357
2023-07-21T00:00:00+02:00,26720,13210,5531,4020,12557,558
2023-07-22T00:00:00+02:00,34200,18602,5067,4308,15437,598
2023-07-23T00:00:00+02:00,29310,7967,2045,2423,22123,402
2023-07-24T00:00:00+02:00,20111,9609,5077,3444,9358,489
2023-07-25T00:00:00+02:00,18870,8316,4854,4409,10712,603
2023-07-26T00:00:00+02:00,24367,17873,3767,9424,12932,781
2023-07-27T00:00:00+02:00,12422,8015,7917,2854,322,978
2023-07-28T00:00:00+02:00,13990,20662,7170,10372,763,4233
2023-07-29T00:00:00+02:00,32409,27266,12570,6676,783,1534
2023-07-30T00:00:00+02:00,29501,11501,8094,3204,13631,521
2023-07-31T00:00:00+02:00,23453,9509,3082,4720,16032,449
2023-08-01T00:00:00+02:00,25036,16883,9686,6027,5478,984
2023-08-02T00:00:00+02:00,6664,8135,3252,4412,226,538
2023-08-03T00:00:00+02:00,18011,11519,7949,4049,3163,571
2023-08-04T00:00:00+02:00,24064,10555,3958,4557,14556,448
2023-08-05T00:00:00+02:00,46615,23799,5786,4194,21793,569
2023-08-06T00:00:00+02:00,9223,9127,4529,4116,250,568
2023-08-07T00:00:00+02:00,17786,10025,6632,4579,6265,557
2023-08-08T00:00:00+02:00,41807,25144,5940,4958,16261,580
2023-08-09T00:00:00+02:00,18745,9535,5537,3490,7619,455
2023-08-10T00:00:00+02:00,46725,16082,3037,3913,32062,543
2023-08-11T00:00:00+02:00,48168,17919,5738,5064,30108,533
2023-08-12T00:00:00+02:00,23380,9167,6395,4050,12371,503
2023-08-13T00:00:00+02:00,31854,4078,3884,2010,26278,376
2023-08-14T00:00:00+02:00,38417,13608,3107,3227,25317,387
2023-08-15T00:00:00+02:00,29741,7995,4587,4433,22040,449
2023-08-16T00:00:00+02:00,40183,25123,6637,4666,13762,673
2023-08-17T00:00:00+02:00,40193,4558,4006,1620,33604,354
2023-08-18T00:00:00+02:00,46616,16467,2606,7382,35575,650
2023-08-19T00:00:00+02:00,30325,22515,10656,4577,2355,624
2023-08-20T00:00:00+02:00,41472,12609,4489,5116,30024,534
2023-08-21T00:00:00+02:00,43745,9318,7204,3493,31166,450
2023-08-22T00:00:00+02:00,44210,11344,3199,3387,33467,413
2023-08-23T00:00:00+02:00,44950,20697,4647,6235,26408,568
2023-08-24T00:00:00+02:00,31507,11039,7694,5164,18509,571
2023-08-25T00:00:00+02:00,20164,8807,5970,3300,9162,476
2023-08-26T00:00:00+02:00,21528,6387,4100,1860,13318,417
2023-08-27T00:00:00+02:00,17775,13479,3674,4496,5667,549
2023-08-28T00:00:00+02:00,16003,7570,5518,3651,7025,459
2023-08-29T00:00:00+02:00,17245,5605,3618,2462,10900,416
2023-08-30T00:00:00+02:00,32577,11085,4854,6766,23949,546
2023-08-31T00:00:00+02:00,24862,8951,6935,4781,14327,570
2023-09-01T00:00:00+02:00,17221,7515,6106,3647,7784,537
2023-09-02T00:00:00+02:00,41645,27261,5041,4913,14763,507
2023-09-03T00:00:00+02:00,33183,28734,7703,7296,4715,673
2023-09-04T00:00:00+02:00,46251,6717,5764,2798,36977,408
2023-09-05T00:00:00+02:00,46147,10367,5573,5099,35775,469
2023-09-06T00:00:00+02:00,45402,9529,5808,4906,35406,435
2023-09-07T00:00:00+02:00,45111,11498,6556,5706,33364,601
2023-09-08T00:00:00+02:00,44006,13891,7580,4274,27369,560
2023-09-09T00:00:00+02:00,43103,22031,4008,3508,21096,523
2023-09-10T00:00:00+02:00,42913,17172,2879,2530,25882,489
2023-09-11T00:00:00+02:00,41705,5347,3703,1509,34718,554
2023-09-12T00:00:00+02:00,37357,9095,3738,5052,30078,501
2023-09-13T00:00:00+02:00,15363,8538,6085,5178,6399,481
2023-09-14T00:00:00+02:00,42243,8436,5363,3102,32008,462
2023-09-15T00:00:00+02:00,41924,12500,4735,4647,29841,506
2023-09-16T00:00:00+02:00,38725,27553,6512,5468,10783,655
2023-09-17T00:00:00+02:00,35012,11907,5326,2950,21216,488
2023-09-18T00:00:00+02:00,15023,7184,5310,3578,6630,522
2023-09-19T00:00:00+02:00,33412,9177,5394,5153,24512,519
2023-09-20T00:00:00+02:00,39161,6574,4647,3147,31561,473
2023-09-21T00:00:00+02:00,16774,8501,5884,5920,8936,628
2023-09-22T00:00:00+02:00,23188,6788,7097,4848,14653,502
2023-09-23T00:00:00+02:00,31426,8407,3849,3546,23220,504
2023-09-24T00:00:00+02:00,39090,35260,4913,7057,6755,780
2023-09-25T00:00:00+02:00,41642,7181,9219,3332,29042,468
2023-09-26T00:00:00+02:00,39941,6865,3607,5190,35172,513
2023-09-27T00:00:00+02:00,37688,6412,5766,3387,29392,496
2023-09-28T00:00:00+02:00,34977,15009,4802,10303,26858,1388
2023-09-29T00:00:00+02:00,26602,13576,12360,4337,6560,1558
2023-09-30T00:00:00+02:00,32928,17512,5393,3427,13993,544
2023-10-01T00:00:00+02:00,37550,30083,5342,5007,7835,703
2023-10-02T00:00:00+02:00,36632,8160,4608,4166,28557,527
2023-10-03T00:00:00+02:00,17084,12807,6085,6165,6327,1971
2023-10-04T00:00:00+02:00,32014,4951,6435,2050,23195,516
2023-10-05T00:00:00+02:00,14607,8682,5503,5328,6374,624
2023-10-06T00:00:00+02:00,32425,15201,5570,4393,16562,515
2023-10-07T00:00:00+02:00,16673,21145,6878,11082,595,863
2023-10-08T00:00:00+02:00,22699,16638,10825,4588,583,760
2023-10-09T00:00:00+02:00,14935,9619,7708,6503,4688,577
2023-10-10T00:00:00+02:00,25759,7770,7455,5346,16389,510
2023-10-11T00:00:00+02:00,34553,8913,6517,5039,24663,500
2023-10-12T00:00:00+02:00,9684,8235,6259,6530,2336,617
2023-10-13T00:00:00+02:00,30783,33950,6586,9117,237,873
2023-10-14T00:00:00+02:00,12216,11006,7361,6092,693,753
2023-10-15T00:00:00+02:00,23030,12941,11476,6347,5827,868
2023-10-16T00:00:00+02:00,33497,11562,6126,5916,22323,598
2023-10-17T00:00:00+02:00,13549,6500,8001,3668,3266,550
2023-10-18T00:00:00+02:00,18472,7305,5270,5303,11898,698
2023-10-19T00:00:00+02:00,11627,8088,5772,6331,4739,641
2023-10-20T00:00:00+02:00,6572,7102,5182,5317,209,604
2023-10-21T00:00:00+02:00,24555,27215,9293,11032,853,1775
2023-10-22T00:00:00+02:00,26902,23110,10806,5896,561,1678
2023-10-23T00:00:00+02:00,8318,8469,5154,4796,172,681
2023-10-24T00:00:00+02:00,2039,7348,1214,2971,199,3751
2023-10-25T00:00:00+02:00,4298,6108,2959,2172,234,2832
2023-10-26T00:00:00+02:00,6380,7126,5257,4144,242,2101
2023-10-27T00:00:00+02:00,9803,26511,3033,2212,92,17623
2023-10-28T00:00:00+02:00,7327,24270,734,292,48,17434
2023-10-29T00:00:00+02:00,5513,23307,668,105,33,18390
2023-10-30T00:00:00+01:00,11471,10756,8805,6623,264,1731
2023-10-31T00:00:00+01:00,9860,10329,5833,3667,97,2731
2023-11-01T00:00:00+01:00,16747,19616,6585,7089,118,2484
2023-11-02T00:00:00+01:00,1611,10766,391,5,46,9587
2023-11-03T00:00:00+01:00,4248,10682,2668,1763,167,7506
2023-11-04T00:00:00+01:00,9646,8569,8254,6042,252,1388
2023-11-05T00:00:00+01:00,3585,26460,426,704,38,22634
2023-11-06T00:00:00+01:00,13531,8143,10656,4383,633,1519
2023-11-07T00:00:00+01:00,4782,8249,3190,6234,231,654
2023-11-08T00:00:00+01:00,9063,20112,6809,6741,324,11442
2023-11-09T00:00:00+01:00,2909,7306,2156,1351,211,5412
2023-11-10T00:00:00+01:00,10323,25532,2664,1919,77,16030
2023-11-11T00:00:00+01:00,16243,14901,10736,9035,3827,4187
2023-11-12T00:00:00+01:00,11676,37702,466,69,83,26505
2023-11-13T00:00:00+01:00,436,6442,595,0,47,6649
2023-11-14T00:00:00+01:00,2758,7450,2042,1247,202,5689
2023-11-15T00:00:00+01:00,4417,10475,2694,1868,162,7046
2023-11-16T00:00:00+01:00,3408,4482,3032,2080,192,2219
2023-11-17T00:00:00+01:00,2785,13839,1712,1053,145,11858
2023-11-18T00:00:00+01:00,4453,22703,2525,1838,124,19061
2023-11-19T00:00:00+01:00,10854,26497,2603,1800,35,16480
2023-11-20T00:00:00+01:00,12579,5640,10387,2974,1034,1508
2023-11-21T00:00:00+01:00,6932,8389,5804,6823,191,629
2023-11-22T00:00:00+01:00,12646,8449,7457,6604,3987,643
2023-11-23T00:00:00+01:00,2294,6902,1541,4242,200,2108
2023-11-24T00:00:00+01:00,4361,7361,3417,2538,206,4086
2023-11-25T00:00:00+01:00,3780,26455,564,219,28,23048
2023-11-26T00:00:00+01:00,5701,24370,929,273,82,19407
2023-11-27T00:00:00+01:00,1906,6463,1516,771,141,5443
2023-11-28T00:00:00+01:00,2382,7437,2028,1224,147,6006
2023-11-29T00:00:00+01:00,1538,10583,537,10,99,9670
2023-11-30T00:00:00+01:00,7982,6178,7377,3915,188,1846
2023-12-01T00:00:00+01:00,1374,19620,372,1964,41,16695
2023-12-02T00:00:00+01:00,60,23049,537,0,0,23527
2023-12-03T00:00:00+01:00,17606,18706,7971,2850,94,6315
2023-12-04T00:00:00+01:00,1632,6061,961,3859,102,1633
2023-12-05T00:00:00+01:00,869,12436,614,0,46,12226
2023-12-06T00:00:00+01:00,653,5371,458,16,85,5246
2023-12-07T00:00:00+01:00,6294,9930,5716,4537,187,5003
2023-12-08T00:00:00+01:00,751,4724,325,1,98,4396
2023-12-09T00:00:00+01:00,4121,22212,562,4,25,18674
2023-12-10T00:00:00+01:00,2878,18412,788,109,61,16275
2023-12-11T00:00:00+01:00,3873,5842,3437,2437,129,3099
2023-12-12T00:00:00+01:00,1409,10171,621,141,106,9348
2023-12-13T00:00:00+01:00,5367,7771,4741,3673,126,3598
2023-12-14T00:00:00+01:00,2743,8359,2117,1410,196,6519
2023-12-15T00:00:00+01:00,3043,9949,1622,980,123,7670
2023-12-16T00:00:00+01:00,9259,25354,1494,819,44,16814
2023-12-17T00:00:00+01:00,19112,23187,6083,4968,115,5305
2023-12-18T00:00:00+01:00,13467,5867,9842,3434,2968,1776
2023-12-19T00:00:00+01:00,4660,7103,3880,5995,271,599
2023-12-20T00:00:00+01:00,5772,9847,3929,5403,333,2933
2023-12-21T00:00:00+01:00,303,7633,311,0,2,7643
2023-12-22T00:00:00+01:00,735,22155,537,3,6,21959
2023-12-23T00:00:00+01:00,1014,12588,653,4,33,12256
2023-12-24T00:00:00+01:00,249,13974,529,1,0,14253
2023-12-25T00:00:00+01:00,805,12789,529,8,5,12510
2023-12-26T00:00:00+01:00,1302,26153,643,7,31,25517
2023-12-27T00:00:00+01:00,8572,15645,5143,4181,119,8155
2023-12-28T00:00:00+01:00,536,9740,551,16,29,9767
2023-12-29T00:00:00+01:00,6310,9022,4618,3479,193,4044
2023-12-30T00:00:00+01:00,7042,19443,2415,1723,64,13156
2023-12-31T00:00:00+01:00,1907,23374,605,120,27,21979
